id	filename	md5	size	state
ed806270-c01a-4ba9-ad76-4da96646ac74	TCGA-G3-A5SJ-01A-01-TSA.0522AFC8-56B7-498F-8FC0-14AA5DA4D1CE.svs	fc213d89b50ffbc2c87d6ccdd54f18ee	408616977	live
b981623e-97e3-44a5-a6bd-2ff9f4b493d2	TCGA-RC-A7SB-01A-02-TSB.C81138B1-60D1-4201-B8B3-728CD1233C23.svs	69e7add4efff0bb3ddabe4d8ee13445a	225844227	live
d00d1ee5-1c95-4227-ba4b-a524a6ef54bf	TCGA-G3-A3CJ-01A-01-TS1.FBE46E1E-3CA9-4968-BD56-3EDB27488D5C.svs	e6755ffcc16f69c3c7ea311c96004d34	80203057	live
d7e1c168-054e-4ba7-9f77-80728772248c	TCGA-DD-A1EF-11A-01-TSA.f665409b-9947-406a-814e-c780a737e1e6.svs	1ab86fc00ac2fe3d70ee6c24b0fa0cb0	92563439	live
8effd443-9ced-4740-9096-be7f863d4bf8	TCGA-2Y-A9GZ-01A-01-TS1.564EC795-8F1B-4F18-80AA-1F764C821907.svs	e1ddb9919a9423fe70f2e6a9f4bea1c3	147375829	live
9a5ced08-390a-40bb-9827-d5b37f4e8773	TCGA-WX-AA44-01A-01-TS1.3692BCC2-F48E-4F98-9C78-B02127FDF5B0.svs	4aeceb8c84bdec50e952516c4ebbffe3	555435647	live
7f2fd850-a872-4d6e-8d23-26f69d3b7fa4	TCGA-2Y-A9H8-01A-01-TS1.79F88944-02A5-4695-A5C5-9AA5D68DB365.svs	293237746dba4d7d3bd7d646ecbf93c0	166199659	live
7f8e9c4f-c675-4515-9e29-8b3a781551a1	TCGA-NI-A4U2-11A-01-TS1.CAFE9F20-895C-44D8-9876-1AFA26D41A23.svs	35f8d8cc7f70a3bc558068a49eac4c7d	56712087	live
d978706d-e92b-401f-a907-a5e796244dd4	TCGA-DD-A1E9-01A-02-TSB.be2529ce-73cb-4e69-9166-6e7a0c4e15b9.svs	9dd80b16bc8003ac902cc9cc8bee82fd	279763445	live
e4e5d364-c577-43ec-849f-227807edc7d4	TCGA-DD-A4NG-11A-01-TS1.4EEC75EC-4695-482C-8A62-8A047B257AFF.svs	7f64e167f40d01b568799721bea271d6	92952641	live
f327cbb2-cb16-4615-8940-92428bfe9d0c	TCGA-DD-A4NP-01A-01-TS1.2B827AA9-5DA5-4111-B561-F496543A3215.svs	e00f48f73e7748fc66d2dc0850020476	362831449	live
ce23a3d1-9d15-4de9-8797-41d70caaf089	TCGA-DD-A4NV-01A-01-TS1.4D6EDACF-3717-40FF-A422-01085FB4A451.svs	84b566a79e9b0670652b9f3edcd14dce	560000687	live
42b81a10-6dd3-4110-8ec5-dbf7798c78aa	TCGA-YA-A8S7-01A-01-TS1.ADCFFD85-4F92-4A70-B9B9-B02D840F05A7.svs	adf2ba278b8c02f5bfebb48a9d704855	125343521	live
b01006b0-7759-4307-a59c-f1c81d2a0c62	TCGA-DD-A39X-11A-01-TS1.E8579A62-FAF0-4483-B94D-E11B0C8608E6.svs	7a55fff6d6f400c8377cd09fcc643bc1	88481359	live
f8d1c64b-8be4-42a8-9006-13babb508eb2	TCGA-2Y-A9GS-01A-01-TS1.7AC59B6B-B3FF-4E31-B60F-A3918B3CC3F9.svs	716eb6ca0f2f12fb01dba3eb4330bad7	329073973	live
e2392dd5-98f4-4be0-90b8-ef992c949781	TCGA-G3-A25Z-01A-01-TSA.0BB1BBBD-4A20-4FA5-AEBD-2D0EB080750A.svs	d7bbc75e3d561c5835f99b5921d501eb	216151733	live
c1a97f9c-d85d-44c9-8497-e7964ec7c59b	TCGA-ED-A7PX-01A-05-TS5.D9AD57AB-E441-4A5A-9E72-9C4B70E2E651.svs	e69283f33ab6298da5c3a18650e448cc	161481107	live
530db26c-511f-46c0-a69e-7a4fa69509f8	TCGA-DD-A4NR-01A-01-TS1.7DC3B6B5-9C85-47A6-A65D-BD4C1FD6CDC6.svs	24c3910949ef4b59a4a268e4eab6c7e7	300067189	live
